2001,7.671
2002,8.008
2003,8.349
2004,8.799
2005,9.232
2006,9.401
2007,9.546
2008,9.434
2009,9.322
2010,9.448
2011,9.652
2012,9.857
2013,10.061
2014,10.265
2015,10.458
2016,10.646
2017,10.833
2018,11.095
2019,11.389
2020,11.683
2021,11.977
2022,12.271
2023,12.565
2024,12.868
2025,13.192
2026,13.517
2027,13.842
2028,14.167
2029,14.533
2030,14.907
2031,15.282
2032,15.657
2033,16.031
2034,16.406
2035,16.73
2036,17.049
2037,17.367
2038,17.686
2039,18.004
2040,18.323
2041,17.953
2042,17.559
2043,17.166
2044,16.769
2045,16.129
2046,15.49
2047,14.85
2048,14.21
2049,13.57
2050,12.93
2051,12.151
2052,11.274
2053,10.397
2054,9.521
2055,8.644
2056,7.813
2057,7.008
2058,6.202
2059,5.396
2060,4.591
2061,3.785
2062,3.073
2063,2.399
2064,1.724
2065,1.05
2066,0.461
2067,-0.101
2068,-0.663
2069,-1.225
2070,-1.787
2071,-2.104
2072,-2.366
2073,-2.628
2074,-2.89
2075,-3.153
2076,-3.415
2077,-3.677
2078,-3.94
2079,-4.202
2080,-4.305
2081,-4.395
2082,-4.485
2083,-4.575
2084,-4.665
2085,-4.755
2086,-4.845
2087,-4.933
2088,-5.019
2089,-5.106
2090,-5.192
2091,-5.279
2092,-5.365
2093,-5.449
2094,-5.501
2095,-5.553
2096,-5.604
2097,-5.656
2098,-5.708
2099,-5.76
2100,-5.778
2101,-5.778
2102,-5.778
2103,-5.778
2104,-5.778
2105,-5.778
2106,-5.778
2107,-5.778
2108,-5.778
2109,-5.778
2110,-5.778
2111,-5.778
2112,-5.778
2113,-5.778
2114,-5.778
2115,-5.774
2116,-5.77
2117,-5.766
2118,-5.761
2119,-5.757
2120,-5.753
2121,-5.748
2122,-5.744
2123,-5.74
2124,-5.735
2125,-5.731
2126,-5.727
2127,-5.722
2128,-5.718
2129,-5.714
2130,-5.709
2131,-5.705
2132,-5.701
2133,-5.696
2134,-5.692
2135,-5.688
2136,-5.683
2137,-5.679
2138,-5.675
2139,-5.67
2140,-5.642
2141,-5.459
2142,-5.275
2143,-5.092
2144,-4.908
2145,-4.724
2146,-4.541
2147,-4.357
2148,-4.174
2149,-3.99
2150,-3.806
2151,-3.623
2152,-3.439
2153,-3.256
2154,-3.072
2155,-2.888
2156,-2.705
2157,-2.521
2158,-2.338
2159,-2.154
2160,-1.97
2161,-1.787
2162,-1.603
2163,-1.42
2164,-1.236
2165,-1.053
2166,-0.869
2167,-0.685
2168,-0.502
2169,-0.318
2170,-0.221
2171,-0.218
2172,-0.215
2173,-0.212
2174,-0.208
2175,-0.205
2176,-0.202
2177,-0.199
2178,-0.196
2179,-0.193
2180,-0.19
2181,-0.187
2182,-0.184
2183,-0.181
2184,-0.178
2185,-0.175
2186,-0.171
2187,-0.168
2188,-0.165
2189,-0.162
2190,-0.159
2191,-0.156
2192,-0.153
2193,-0.15
2194,-0.147
2195,-0.144
2196,-0.141
2197,-0.138
2198,-0.135
2199,-0.131
2200,-0.128
2201,-0.125
2202,-0.122
2203,-0.119
2204,-0.116
2205,-0.113
2206,-0.111
2207,-0.111
2208,-0.111
2209,-0.111
2210,-0.111
2211,-0.111
2212,-0.111
2213,-0.111
2214,-0.111
2215,-0.111
2216,-0.111
2217,-0.111
2218,-0.111
2219,-0.111
2220,-0.111
2221,-0.111
2222,-0.111
2223,-0.111
2224,-0.111
2225,-0.111
2226,-0.111
2227,-0.111
2228,-0.111
2229,-0.111
2230,-0.111
2231,-0.111
2232,-0.111
2233,-0.111
2234,-0.111
2235,-0.111
2236,-0.111
2237,-0.111
2238,-0.111
2239,-0.111
2240,-0.111
2241,-0.111
2242,-0.111
2243,-0.111
2244,-0.111
2245,-0.111
2246,-0.111
2247,-0.111
2248,-0.111
2249,-0.113
2250,-0.119
2251,-0.124
2252,-0.13
2253,-0.135
2254,-0.141
2255,-0.146
2256,-0.152
2257,-0.157
2258,-0.163
2259,-0.168
2260,-0.174
2261,-0.179
2262,-0.185
2263,-0.19
2264,-0.196
2265,-0.201
2266,-0.207
2267,-0.212
2268,-0.217
2269,-0.221
2270,-0.21
2271,-0.199
2272,-0.189
2273,-0.178
2274,-0.167
2275,-0.157
2276,-0.146
2277,-0.135
2278,-0.124
2279,-0.114
2280,-0.111
2281,-0.111
2282,-0.111
2283,-0.111
2284,-0.111
2285,-0.111
2286,-0.111
2287,-0.111
2288,-0.111
2289,-0.111
2290,-0.111
2291,-0.111
2292,-0.111
2293,-0.111
2294,-0.111
2295,-0.111
2296,-0.111
2297,-0.111
2298,-0.111
2299,-0.111
2300,-0.111
